segment_id,segment_length_m,avg_speed_kmh,speed_limit_kmh,road_gradient_deg,traffic_density,vehicle_mass_kg,start_SOC_%,ambient_temp_C,accel_mps2,regen_efficiency,weather_condition,road_type,num_stops,vehicle_speed_var,payload_weight_kg,wind_speed_mps,lane_changes,tire_pressure_Pa,energy_consumed_Wh
11,1245.1565921879942,98.26334897727021,28.265342560146973,-6.485122516593915,0.09684665213611823,1176.089054723086,51.06169842370052,-3.75848814963888,0.5286960397333391,0.7213085735973368,sunny,city,9,13.638279575082676,216.9558329849464,5.143707591880515,1,226616.3792362718,13.129881387892766
12,679.019964512288,92.18383047855916,57.870981645492506,-5.040476587096064,0.7317631800798868,2486.010610477115,21.25311396765049,20.833306829796975,-0.1460694394714236,0.5632554914871406,rainy,city,9,1.4328888467008878,308.68926260689733,18.88921094020828,0,191283.6966643024,18.58746173630761
13,787.2959489858804,48.55722195049459,36.819696777288286,-9.957899048518195,0.5798414483292341,1633.46441267502,76.75471705891701,26.780416560704737,-0.2794560754257204,0.591481120022443,sunny,highway,4,0.37067731695940415,120.47637770493218,7.6784855075635505,1,192578.3833991761,8.971128879035227
14,829.2814823462222,84.70404535932916,95.8082044618588,-2.3434557432385934,0.11653448872166033,1647.4336421165278,45.60186794919705,31.665200306581273,-1.4423771197015176,0.7571834743059234,foggy,city,10,0.38832478843874335,477.4810340518089,13.264563902998196,3,211193.7253168456,26.145930879568343
15,469.57817465744677,48.54470769703762,41.67284430255898,-8.14919158993088,0.7034187501655186,1390.0756224670927,99.727416216794,10.190494523797346,2.451744212537805,0.6927734071547658,foggy,city,4,11.63756483113557,473.8734488795087,19.92925775895984,1,196983.07339417483,311.3675251040355
16,1432.3438712453492,113.67308402357169,115.98613404031501,-1.3528107666259337,0.8063894393203089,2283.9063333117083,17.68784404799254,13.83851544264939,1.5098260367599348,0.8038688119512849,sunny,city,6,5.846764666369367,229.77191172558355,15.570794720302551,1,205742.9587536993,1828.2399396310466
17,997.6284180201322,109.83712980271108,34.04299876278763,1.0121473131858985,0.2672258637691026,1139.84044063853,22.193553760633215,25.250681558720515,-1.8639727440220835,0.561993687918609,rainy,rural,3,10.420949082830923,269.4395624178871,13.157760618334034,2,218072.117615247,16.09000017146642
18,1352.806554331241,90.87646878143467,100.33790236252436,4.217840502536039,0.30132640687309353,2157.017408501359,57.63839927611804,5.245502135969248,1.5318391995286538,0.6394559997446373,sunny,city,1,3.1876413305996874,212.98527463635398,3.803292675225395,0,203181.30076292684,2241.736563090008
19,1575.3475639722371,115.86598379795218,100.97737854861178,2.811038384610409,0.052509441539778726,2296.655353103511,78.16786834487331,30.651078419928037,-1.3273745465235587,0.8386741905877694,rainy,city,9,3.8442557972057,100.68774713549463,3.110259265340387,3,215444.1242293071,7.167850458403398
20,1018.8250053742,44.406160699284484,115.06487723373944,6.428547750098561,0.9560627168831826,1380.757502594438,11.860701753067806,29.584609148062352,0.5959325224823218,0.6483090385370893,foggy,city,8,1.493806706089762,478.684337539845,12.3184815602617,2,236906.000890265,1055.38268282889
21,378.0983857894852,21.802472921220723,116.0167275387233,5.619436945620526,0.882427612085768,1550.295684945658,34.26343984658612,43.96811567779128,2.9631198336515396,0.6335861232075994,sunny,city,0,9.660660137496318,388.6794899826062,19.104094140960534,1,233140.31129212104,931.7454617504002
22,1412.5072933355327,119.701399917725,91.41507577805208,-0.007702809257335463,0.225836556395588,2260.096121586548,25.889808937800254,32.941098610004616,-0.6259484104123361,0.6660510474293304,sunny,highway,1,12.856736802952842,265.030675715932,16.585474276187906,3,209747.75184477525,15.725256460043067
23,1802.0726058931327,28.04199436101156,77.22388549717195,-9.964168506780581,0.9960790588360947,2155.631222617051,22.43886776976619,0.6358846005797575,-0.5019614855802249,0.8978841355951028,rainy,rural,2,9.889598263898005,463.77611771893606,8.453543695645306,2,206115.1809666494,26.229138527697923
24,1592.8011537446955,45.864043331387855,69.61377895348707,-7.380110529505252,0.42709747298723105,1146.2612625229112,52.97733914228636,2.0844749414430144,-1.83719256534476,0.5017685375152113,foggy,city,5,10.963614226872668,474.6617398608346,13.334304079642711,3,214920.59200131038,26.596621893262466
25,1720.955190001358,15.137127442897,48.86362206172885,-2.7745162118519047,0.3076286895082608,1405.5770371395129,92.98773073979741,-0.4374909758645087,1.079705103938562,0.5165432578392889,rainy,city,10,14.806446157190242,91.97083485043905,0.35290342816600795,2,206491.48847540273,587.9899405657753
26,164.4712076899466,112.70565941711098,60.96023435472896,-1.251467292726969,0.7244233751942635,1277.0647366591993,12.026351287218805,-1.7490614358797982,0.020638254605645882,0.7295152123994784,sunny,city,8,6.994797271351139,401.43663135606346,11.43800629471694,2,236046.71721543302,38.58366187059646
27,890.4753929606553,93.85312485838034,44.244512847715775,-2.678764540507916,0.349834329312133,2252.2750894834703,39.86539419886432,27.313154577709017,0.6880605739906528,0.6395982626529539,sunny,city,4,1.917032321111768,305.51684670111626,16.271473647570776,3,229433.93146727304,323.1010439631262
28,1853.0964532900784,96.61016634599966,22.921999590847502,-9.960860440765035,0.5670884568395693,2384.4352897403764,90.05209098140105,29.89245300484928,-0.8114975230158332,0.8744218161516387,rainy,highway,2,10.979012195617365,438.25881951335475,16.960804833050638,0,233920.14625063888,24.543042380728988
29,1481.515976399622,48.034371824215164,87.18252066434626,-1.1372376950441883,0.4886907377860927,2109.826482022717,31.94998827491773,17.30827531765858,-2.6312461202811854,0.5103799135995669,rainy,city,4,3.990990364839213,459.02210739848994,5.078003732138129,2,229711.22242778624,25.878379548629916
30,1103.5231009847398,40.03810944202467,100.67127114904639,-3.306551896424176,0.7436390902545428,2115.553627391857,42.07283891739117,8.841779701147374,-0.6564056884718288,0.7548627492958758,sunny,highway,2,2.2034154483005315,489.42812282050835,17.22886212221465,3,193103.7401009996,27.41906976079068
31,612.7014253699796,72.51427595054072,104.23709242164813,6.104765001099276,0.9383466879812565,1723.966765318744,80.52910268371265,36.22132582283441,-2.70565472864981,0.615025379630839,rainy,city,8,1.1257208681283335,398.08852363094235,12.416816281568504,3,212796.47166919312,23.232480836828298
32,336.6575473737958,52.79983978936538,27.754260107578016,-5.387889760628388,0.9162773784123589,1892.5625040548473,12.138954972989087,16.36071760601801,-0.3221985216117932,0.8618168245083412,sunny,city,7,12.774138979487242,295.3868128728264,13.005753074149078,2,218224.3218228281,17.772518845749243
33,998.5615363334739,104.41842019241108,101.24864694455377,0.12027307192646913,0.3548799629981661,1583.9004806689802,61.83474795567026,22.00589884808847,1.5653209581996066,0.5920512423133878,sunny,rural,3,4.173223694467781,140.506174972974,15.211199744367192,1,209444.2155538104,978.2883656813083
34,1004.4136384932726,28.224339544280376,23.208883335954926,0.26818801240970774,0.3349725183887993,2012.9773381412804,47.527652852432205,0.8698223663254184,-1.2346795989913657,0.5929656217397061,sunny,city,0,2.630370944614644,115.14655536428864,6.524621229202107,3,212464.60044062918,8.423445808569067
35,647.8965934987717,31.99959420200057,82.4508682900965,2.1938929874026143,0.2902233735944285,2028.5754352572812,88.85854875911257,17.71651074534338,0.8773310000007988,0.7377266667273218,sunny,highway,2,5.280729305724621,422.49744858844736,7.7598785952090985,2,220729.77526303282,563.1429006583699
36,1220.4838968312893,101.11158074159253,51.11962900775274,-9.010941833380471,0.1284826142837541,1363.901014546226,17.240679615374745,2.8319390538267486,1.3882452652839061,0.8938098199718814,sunny,city,2,5.7053300056278164,211.22385947594435,11.787436723995803,2,202245.72841553373,105.86841865784118
37,951.0619426362874,95.24994821928371,39.920861935266174,-6.263871158488765,0.6541245486725755,2416.69071192905,50.19542421839447,17.07039384249168,-0.689445144821445,0.7154396873065846,foggy,city,6,3.78273433098674,49.66295770929493,19.324890749212113,3,211056.34315263515,5.378237798687058
38,735.110754271788,75.44047810873204,116.10322110615377,4.734248068506848,0.40584815649877726,1526.960783519905,73.11156299129462,35.95001320516098,-1.5930251385244294,0.8242862452760542,sunny,highway,9,10.993883469205436,258.9783405793671,11.223921944849101,2,213157.2385646068,15.464077992039702
39,672.4687362476412,19.605600714599188,114.5114220907129,0.2877427647206027,0.31059857830079113,1325.805493191216,90.8733390641082,32.13854144706974,-2.0802478122342474,0.6288398497234405,sunny,highway,6,8.291430075639642,443.54751887365876,19.05295570349634,1,211707.40043547063,24.781125442954927
40,1570.0802588174502,59.40216161231695,89.23030283704215,-1.0133646045612774,0.41546628424563387,1789.2631884237082,11.37242692005648,40.58273623981049,2.392585937962792,0.5807749279869941,foggy,city,8,2.818791276563263,167.01055139851488,18.05040357789752,1,210841.82283605883,2229.3127830240837
41,360.16183985478403,90.8994729817312,76.82965655212831,-1.8801110209342389,0.5349306369056004,1381.0025871982314,48.21063850805937,41.59821361616099,0.39544841292828964,0.6224819063877344,foggy,city,7,3.960492514442609,118.854983504025,6.021330600938874,0,216912.15766288232,73.1546576477532
42,482.2437267540109,35.483442856258975,77.8808213337847,-9.30748924657572,0.7944423573134378,2466.9220699666707,68.00075481654545,20.555375338590697,-2.1389941772252743,0.622334272374008,rainy,highway,3,1.8282633154108319,410.0156681936397,19.35516118612362,0,227354.61588136305,23.657337829091023
43,1177.478462235107,11.344941953317328,48.95998698729765,7.688650022211032,0.3801531538690647,2061.8627530297317,48.507624664692045,14.148502905969867,-2.315878012444426,0.8068237840747026,rainy,rural,7,7.475285349973349,337.6719046379278,18.154054591025147,0,203484.655104502,19.389211761874822
44,1332.860694873923,113.62018544415297,50.90983987365268,-0.6748840008893697,0.474858201592277,2141.330288097887,93.74997345902943,38.56466067748142,-2.303013385044418,0.8645438087359011,rainy,rural,4,9.664931067480364,281.8104011992683,5.20107550199636,0,192228.03090976243,16.636313394528024
45,457.02306813520244,73.93880220615428,92.0473336778205,9.829410966035336,0.46308692232543835,1704.7180171049697,56.81755858040643,32.187062569091744,0.3602201763061575,0.8552575395666617,sunny,rural,10,3.3636035505437105,387.8379599773698,6.662615805579504,2,205280.90329580026,550.5919324886137
46,144.56167858384674,113.96860561961863,78.63894301950654,4.759044676795135,0.7713038854708874,2495.9990776842787,94.63029061442333,-2.853943913943299,1.4113100664674554,0.6474610823889644,rainy,city,6,4.155036461292836,233.48817823119396,0.43349283591373045,1,203454.8242442416,344.6639237740315
47,276.9348847811193,25.58583340165752,40.50897677735296,7.2788087914209525,0.7045758899760962,1629.6737049117837,96.6682451100484,32.43449562631349,-2.338470783080486,0.6660020820992482,sunny,city,1,3.8811739113904764,216.96926720967056,12.94138199078497,0,210786.81217370188,13.854296607428312
48,289.76124031268535,96.99274017316029,52.64530361188779,-4.611084237357543,0.598857698913368,1867.392194381582,68.39161305029414,22.477365201292887,-0.8256528515199899,0.6397632736143034,sunny,city,9,3.8870345700233884,39.15995072873978,15.073948768869478,2,204250.94259835788,4.874749739463381
49,658.0397718273963,105.32535460612394,93.50526677286354,7.934661504551221,0.9043360597090345,2163.8575231138075,85.58057425265066,25.97334156478353,2.6629885484582587,0.5171245018872584,rainy,highway,9,7.845294475982387,9.024312363318382,5.45765654469292,0,229372.21412749492,2466.141294987123
50,112.64618282148385,89.78367688822847,86.7778982990402,5.43006306097517,0.6806681839812064,2210.154694010527,21.86269465231852,41.20247753326626,1.7400483728538219,0.5861148543928912,rainy,city,5,5.4268987637035755,266.7046741327219,11.761457186459845,1,211126.96654356093,276.26840525462603
51,1007.3306460078081,99.10358307335677,26.10366542701086,6.813574835022084,0.3892091365850194,2493.0704920292683,46.320943189023865,1.3176054995072672,1.7496449940805854,0.8502565642994131,rainy,highway,3,7.967213741423621,109.46404654711127,6.166957249691103,1,194190.63799947247,2327.5163597154215
52,396.90692262806726,117.01824799380181,73.88273449229779,-9.662453349430448,0.4912965561742855,1475.0817817178893,21.52439355237409,7.471572658842969,2.048100461897678,0.6602859488383271,rainy,rural,0,1.8180976760526912,292.4497955203188,7.702012030994161,2,239720.7981368495,172.98723308002252
53,355.0488623270103,71.60433885044935,80.59513340194526,-6.373755873589094,0.921808992641305,1706.9862268935826,16.474104708824136,23.533313115906978,2.7659754248461716,0.7318508055759093,rainy,city,2,10.514626267362623,288.98489515352225,12.59406973294008,0,236263.22132469193,446.8133341739053
54,1939.3428986290803,106.97614564563303,56.473798242016365,0.7716985766701162,0.2037187573751845,1897.24609883926,90.78945496218934,20.636687199354817,-0.2535786223301933,0.7247230903683621,rainy,city,4,13.916850347664306,119.0855191644614,10.96468503771122,3,192406.54091500287,221.1717190687801
55,241.50480962248525,107.78896931719906,119.07182319024729,5.1734301787072505,0.45752868537247454,2098.0035162764057,30.126717198638413,10.198364028498363,-2.607511637294391,0.8163037930909882,rainy,city,5,12.454334346273088,345.3098712827382,4.383858196733005,0,204610.3694426647,19.84285702125168
56,1343.1107284323452,92.06859405318984,70.71142944682192,3.1041212042827167,0.09315759723008082,1134.3491926069396,92.31082156230816,-2.0386152880185366,-2.524495818557626,0.7954443442023704,sunny,city,2,11.919690857577967,122.11366881026649,4.590977144259702,3,233509.76750464027,8.319100781565844
57,1115.882974669602,33.54091064646231,31.020348333892716,-4.029628418809968,0.9992886194873787,1298.0394641535254,74.29598520713861,31.74690995329254,-0.32341119633395743,0.7178765447658807,sunny,city,9,14.695985568078278,438.8113088408396,19.757209721349156,1,222392.44739234488,25.209111184005053
58,271.49445534332995,52.832565122008056,30.925580435427143,0.14817041386716134,0.46583414649604543,2191.794774346521,99.6426763512894,21.02389471309398,1.3324285313972428,0.6365547226749897,sunny,highway,7,12.41903515875585,308.1062246245041,15.546631563646246,0,193883.337801528,314.77201227573386
59,544.3323742100547,79.35850295800694,71.161905825173,-6.99834614545316,0.12131252230359844,1859.9565420412096,21.726914578147767,25.392910978267377,-1.6142708558282692,0.8309305342670106,rainy,highway,10,11.182040184781414,59.2542259317745,4.588149179599374,3,196127.59816378332,5.174535627216628
60,1263.1890819531563,114.4984097017166,75.08421280774411,2.122099185898509,0.12255384557566887,2040.772390545657,41.03898925391545,18.628311774028237,1.7627927920734532,0.8491909549998353,rainy,city,7,4.081280778401365,427.49964493382805,19.949046427522404,3,202975.80235843034,1665.0615904610647
61,632.1096523279109,12.124486823003044,113.76895734217422,1.8384526480815964,0.39867453333778136,2232.821114806484,89.93133845364764,37.24052344794449,-1.1686555115049038,0.5969258319689865,sunny,rural,6,7.219247053802408,489.33191302068184,8.465438819705847,2,232785.89719458634,27.201491895349566
62,1154.3064420476737,20.93380208834348,45.64585354929891,0.5499753887955492,0.061466724614850234,1580.0404242838138,32.392917910388924,-3.459337509914964,-2.1639206676645304,0.6000259363146041,rainy,rural,5,0.8079529202422715,46.71605627783481,18.121690344868945,1,206713.49012279304,4.683562083515799
63,976.582848166061,34.11201178039824,22.53185770077005,-0.3193070127706723,0.8925059928766877,2247.990162299053,11.374105226736361,2.9124480627616682,-2.473711491765123,0.5272562034750387,rainy,highway,2,6.006839252727866,168.7940743936049,0.5560627946233108,2,198225.71134849233,11.8216182674258
64,1305.6824358236631,104.08722980122019,24.617110518913456,5.18932924542117,0.9317545211412078,2470.5613882410844,51.95509433993364,33.604141221666026,-1.2522587044517821,0.7551852092555444,rainy,city,9,0.9034565612340228,253.6172538809052,9.915887848672636,2,205950.36345427792,15.830236618602251
65,1894.0205913183017,87.17593100485148,88.32697312902474,-2.921318781509406,0.8356777501195521,2392.053408111615,67.08153372826592,25.90513019960166,2.0000886736552403,0.5243291403423345,sunny,city,2,2.740451735840212,83.77596693750246,12.779291377992557,3,221020.48217445656,3087.73128018557
66,427.14890312438655,35.945976395753256,102.24197698241274,-4.135029935352408,0.78589967610136,2468.6189124874336,32.187800752029815,15.142584099203427,-1.4755220667425744,0.6090090963563024,sunny,city,1,13.175708049312721,127.32083504082551,7.20621743372296,0,222735.08021882395,9.528414255953525
67,480.7398878124152,34.39071623809356,60.10684652132672,2.7044913393121717,0.38027456757640676,1698.985865911768,20.085515697531065,-0.9825708357678149,-0.7804109083656228,0.8788007944265886,rainy,city,6,7.130783761792065,189.2455614786336,17.609496135269783,3,215328.83192792116,11.89663698128521
68,880.720318231662,81.46187082900735,104.51732695559001,0.23009210162135696,0.6833835746395145,2022.8517982098547,61.01979349759953,19.45027261333289,1.712108044003105,0.6613171842787678,sunny,highway,10,7.39165126201087,126.34651328377058,14.312547799408168,2,206165.8965021473,1257.1397529277601
69,887.0337659257525,53.60703583603071,118.5241080619492,7.683233366022152,0.06111477095519122,1638.2870226016207,90.5579232576974,11.226474984730684,-0.8803145968845891,0.6905423273456818,rainy,city,8,0.21575166042900418,92.70719950419095,12.213382097551689,0,239210.3104873989,249.59276888864653
70,1919.2002918151047,30.59846482737865,75.4257443598097,-8.282962661223866,0.8575653075548519,1891.588357039659,15.938637104501115,22.3537528428782,1.0011188373035822,0.5972796854605791,rainy,rural,4,10.18841563494411,142.60037291651616,3.742214120678673,1,226053.60961087068,10.387706972396677
71,978.3416835126732,27.773383040465326,34.11800739936948,6.578095161245118,0.7198389792283183,2368.472153709097,77.66202396462778,34.802266608082704,1.605381723719375,0.584634281014331,rainy,highway,1,10.553560941163642,91.75388430274293,13.369619817474765,2,238469.2911715458,2455.452645263967
72,1847.09671996366,21.14213054352571,46.8270701543465,5.195145493545627,0.3138173191602369,1024.6706765507952,64.45918076029592,32.477309993261024,-1.6362887245815092,0.6321091504485955,sunny,highway,10,0.06984684133591518,272.9606602682711,16.27863758229197,0,232830.94372412778,16.252257720619042
73,431.54838989814084,54.899229976460454,55.89655105772912,8.836301761993207,0.5270281157059284,2141.989758114317,54.30002481117898,43.6160896688276,-2.29268501592355,0.6937324737511242,sunny,highway,1,14.320948464279791,209.83947989018395,4.109464856572422,3,206106.3056519561,13.271284655511607
74,120.21971105556274,69.3194675878901,95.95468283155499,-2.4381388160270614,0.453124355834551,1931.5087383111259,15.129337020290096,37.98852028618202,-1.4818242293481254,0.7830478249373877,sunny,highway,6,1.8376935449554876,246.66827730986384,0.6962530226284298,3,231464.75677459035,14.940150321734023
75,172.83076632770786,26.432284670901833,42.778451849712575,-7.727876943534481,0.1973699622305799,1002.2587366241364,66.88671501909647,-2.7478857063412807,-0.9960441484709917,0.5646288058282907,rainy,highway,8,11.718012381467375,267.4669179225936,10.84952584397139,1,191462.69496580536,15.908290964059427
76,488.0457616597539,85.61570604577967,36.73250966317285,7.321661525929999,0.8476353783989011,2409.6737893559684,14.689474025366184,41.890055804825344,0.23448053833001115,0.6284149335823368,rainy,rural,9,5.290426445194088,300.8240702293322,6.0968777499788365,2,238252.74356235637,780.3683618562783
77,1617.8457905279156,64.02957702113436,95.47395287347322,1.5735447150441932,0.7169253226937667,2398.467391688357,40.528842083559994,25.184978018757334,-1.0237570204344857,0.6111391184235654,sunny,rural,1,8.180298727483676,326.965065899991,16.921346230050116,1,222442.71741025688,19.429919293240726
78,985.4223504375858,27.118180343574544,83.64773226721628,4.64387961521688,0.6335261415185386,1779.2296469233727,86.23622890085562,41.583464834686005,-0.012114500216643842,0.5380312104194905,foggy,city,8,10.669672476110131,87.8060231241489,5.669563072723731,3,228535.356523051,600.2181242849531
79,1686.5340134252947,71.17345271973055,102.5540125290411,-0.18794123258794215,0.7274650119780928,1156.307388540402,40.22324968448343,27.41692676930146,-0.9731405444193276,0.5003093709510984,sunny,highway,6,1.3953323841020784,263.95160848036045,8.775965631481428,2,217034.28770454673,16.41715281380681
80,1487.8733067523278,43.73831061927203,40.33315879781198,-4.129412160307881,0.5816064545761795,1476.6580897726433,59.75877184413435,43.26492202409911,0.23375214553237356,0.8887172244995575,rainy,city,1,2.8186302507472494,7.3330264219472525,15.259495299762948,1,205769.6929592662,2.996249956733271
81,188.5371790664332,81.58215275675688,82.17760574024072,-3.4203326465432147,0.17328584061299698,1145.4683884132608,66.67705305175501,30.833636547357727,-1.8038871942190091,0.8263548703655546,sunny,city,1,4.880614923358174,482.65230963995583,11.659646408484418,3,227578.98534116952,26.402774147118464
82,157.28729693809655,100.07596849792898,92.67125712171735,2.111544745235913,0.8745210478013046,1775.037289648475,89.4522226673342,30.076550449182168,2.738805697359031,0.6010389243893727,rainy,highway,8,7.799634973924311,251.08474204317608,7.417470848466581,3,192115.04803005187,379.9013852594118
83,1916.983741396979,13.22540673760549,52.588350053969144,-6.967695596984974,0.998664274068139,2237.6770269768954,89.85417819007702,6.307323874012541,1.2557989678932542,0.5550182937158786,sunny,city,6,8.733258645749444,148.48041823517693,16.554264724862453,1,194680.84482643835,384.5214437812029
84,1642.7526571693716,56.946106835231994,31.734093623933987,5.598019210888596,0.6582692933986691,1416.5071782448908,12.28124127048002,2.9697792936390677,-0.5736521692030259,0.611487455823823,foggy,city,10,9.661295173615082,148.21729207413296,7.954073818516971,3,221868.44452258208,502.1726641486472
85,1857.0042669932427,88.43903568881741,84.69835104259106,0.29015512663352866,0.21924721684650203,2222.299274023244,52.671891693282475,39.629198840763856,-2.1948344250428273,0.8382346817333178,foggy,city,6,14.120011019060225,445.040919769237,18.811765572844013,0,225880.9883915713,24.55922962942885
86,117.18373812698522,90.10452152416624,88.43164308930596,7.055146353626032,0.3679982295346328,2166.676157453672,18.125366784200807,26.839184554113693,2.660997213191323,0.6491519816602079,sunny,rural,10,0.04441284437446347,126.6614663601919,7.994826696724456,1,225889.60224925986,332.73898108549116
87,653.5304763981331,32.50791666745434,69.7407649261249,8.977329917188815,0.15544723691827245,1224.8694839261045,42.53032788331585,40.35628813858305,-1.0113300536821104,0.8525504427147305,sunny,city,8,1.1249698512515613,345.5795729726207,8.841795357169936,1,239474.24267885424,162.60660530795585
88,247.89286444401475,28.18945652120703,71.8896716568765,9.447846632291409,0.9711906011230984,1059.2920536577824,94.30956315779896,27.26156520607514,2.5486542345541054,0.8571249914658698,rainy,rural,0,0.1949755186705993,175.30177875727557,16.51461165989807,0,222002.56214156366,418.71240660352237
89,950.1390485296024,70.45944363993978,48.75957767749162,9.752970497400426,0.10560971079742221,2135.2702610839083,96.37208983370702,23.627673062447975,2.5619164177095337,0.7345910909770405,rainy,city,7,11.14733035891329,156.32396822918957,17.383563842412684,3,190397.35169821497,2424.5611948967585
90,1739.1290195886968,10.1075538500083,59.34699832299357,9.086027706700701,0.18958835715859257,1427.1824808755603,31.23588062301859,27.513040312659484,-1.550970072170789,0.7544984884124192,sunny,highway,4,13.947730938060163,488.55786297911624,18.066286065603382,0,224412.84381212952,125.76746056835388
91,677.4706827763214,116.84194527962786,46.91871922884225,0.8779975408466828,0.10195108555848226,2382.753575367268,80.43891739579396,37.495649898824595,-1.1144541012425844,0.7207271065697263,sunny,city,6,12.128364758494984,48.635160128996965,9.852459446782177,2,202142.53874312935,4.719912379150937
92,1882.353844073884,74.4675449713279,31.09201380402034,-4.641973945137791,0.27398579367679077,1946.7045875226281,92.73616666495745,20.398929218936836,2.6126642202741457,0.7200395396899009,sunny,highway,0,8.62644409352895,274.24706883823256,10.4595304190024,3,194167.41635247663,2203.895774013454
93,1794.967425416791,58.485261962915,63.84774113847384,-9.426598029804197,0.027869342223790464,1855.527081916553,60.55604054072164,5.647439329392633,1.658936889175879,0.799842992794586,sunny,highway,10,7.8586001025791985,45.202144204469285,9.789283551428262,3,222420.67912647323,216.10961151078632
94,1748.187144438597,30.06986841200003,102.3711898812212,9.819718670053415,0.38162273587389073,2407.0594968461314,93.11584275927738,29.512026518494594,2.674370091673343,0.5769622256621585,sunny,highway,8,2.6027127049363346,21.69165227990042,4.863604651519244,0,197449.7536274032,6102.625755502711
95,1669.265481777668,103.65783342927107,110.22954077553223,-2.8106071078667485,0.5967339297929777,1377.8774802796013,37.460891328746555,19.045512054735923,-2.1162157511707234,0.6308840220796614,foggy,highway,1,13.028823485517515,132.72863474979042,6.468072405599027,0,236100.0004472872,9.560407495855385
96,892.6551792039568,12.223174897702773,25.84591270821079,-4.601464093936026,0.21126291710058503,1941.0463311692615,75.58328690009799,18.840218399992636,1.7303240958450858,0.8223627531843561,rainy,rural,10,0.10414217852271751,4.691369438828591,13.811429424732623,1,193572.1589785704,515.593300964581
97,1758.2735029821104,30.574967450739134,89.46925594074995,8.84634916349906,0.6206330200491184,1159.850179535165,30.873930624149214,38.095401264748425,2.6335792735585164,0.7959444046554425,rainy,city,4,3.3513053258280787,376.9113942726956,11.800016908214682,0,220545.9849973653,2886.308383789484
98,957.2462538919038,96.3793561618895,44.08391224504486,4.2162858669425685,0.8564693194712849,1859.8088350118228,41.3862854645098,15.177934939434888,-2.1075401733103694,0.5367818512790418,sunny,highway,5,0.04822138029341655,490.8075841521834,6.053842510677996,1,222045.88550537731,27.86882233628002
99,1332.334205715883,99.68573030590231,85.79581160532003,1.193578211116393,0.892578823124707,1400.2038869059909,21.605088757713993,25.433494588726735,2.6321995613195144,0.5274542582561712,sunny,city,0,2.106248982592634,233.43191660745862,10.810303628375681,2,197025.63214822486,2385.0357568071163
